Feature,Consortium_Early_R1,Consortium_Early_R2,Consortium_Early_R3,Consortium_Late_R1,Consortium_Late_R2,Consortium_Late_R3,HGF2_Early_R1,HGF2_Early_R2,HGF2_Early_R3,HGF2_Late_R1,HGF2_Late_R2,HGF2_Late_R13
RCHGF000943,4722,6284,5514,3636,3590,3731,684222,515652,745063,1136030,747815,539272
RCHGF000944,0,2,2,1,0,0,462,400,348,413,304,312
RCHGF000945,9,7,14,11,1,0,971,1001,836,745,1143,930
RCHGF000946,37,53,32,13,16,15,5108,5830,3643,4074,5245,4392
RCHGF000947,2,2,1,0,1,0,1480,726,1518,588,462,340
RCHGF000948,6,13,22,9,10,1,2194,2186,1668,1360,1368,1070
RCHGF000949,930,1072,1049,448,445,437,83505,79002,44810,14867,19007,15621
RCHGF000950,3,1,0,2,0,0,442,554,358,1186,1562,1635
RCHGF000951,3,0,0,1,0,0,98,68,26,475,392,366
RCHGF000952,3,2,2,2,1,1,1417,1179,883,635,749,513
RCHGF000953,0,1,1,1,1,0,425,387,274,230,180,169
RCHGF000954,0,0,0,1,1,0,433,391,358,290,315,230
RCHGF000955,3,5,2,1,1,2,855,1166,1031,713,1202,1110
RCHGF000956,6,4,5,0,2,7,1695,1751,1629,1464,2273,1817
RCHGF000957,0,0,0,0,0,0,178,233,286,189,284,240
RCHGF000958,3,7,7,5,3,1,3757,3999,5515,2178,3000,2235
RCHGF000960,3,3,1,0,1,0,2726,2309,2009,1023,905,799
RCHGF000961,0,1,5,1,0,0,521,568,544,314,344,284
RCHGF000962,495,630,617,246,205,172,176285,201850,101219,119070,175542,157041
RCHGF000963,1,0,1,0,0,0,114,158,138,5546,4418,3673
RCHGF000964,24,50,26,14,14,14,5083,4896,5391,6724,6229,4657
RCHGF000965,5,4,2,1,1,0,427,460,401,221,242,209
RCHGF000966,5,1,0,0,0,0,91,122,113,38,38,24
RCHGF000967,0,1,0,0,0,0,160,163,103,96,106,99
RCHGF000968,0,1,0,0,0,0,212,222,108,50,63,57
RCHGF000969,2,2,2,0,1,0,3764,2967,3182,844,769,734
RCHGF000970,40,53,51,23,21,34,29424,28050,18833,14313,17927,18773
RCHGF000971,7,14,4,4,2,2,7283,6698,7246,3485,5131,4901
RCHGF000972,42,27,14,17,28,18,57067,52637,86822,13220,14670,13179
RCHGF000973,47,31,21,6,9,2,3899,4226,2497,1891,2342,2055
RCHGF000974,0,1,6,1,1,1,118,139,169,81,64,54
RCHGF000975,3,1,3,0,1,0,350,359,390,172,155,127
RCHGF000976,7,14,5,11,5,2,1171,1242,1318,606,651,584
RCHGF000977,154,234,171,93,90,83,25140,27714,14591,9978,13094,11848
RCHGF000978,8,10,6,7,0,9,8528,7284,4863,2490,3562,3127
RCHGF000979,0,0,0,0,0,0,2,0,2,0,0,8
RCHGF000980,7,12,9,6,4,4,3372,2919,2772,2000,2308,2014
RCHGF000981,0,0,1,0,0,0,443,408,359,293,274,204
RCHGF000982,1,0,1,2,2,1,193,200,133,301,346,371
RCHGF000983,14,14,8,6,5,4,1586,1751,1545,2904,2815,2364
RCHGF000984,29,49,39,14,10,21,3868,4142,2859,6292,6260,5537
RCHGF000985,7,1,3,3,0,0,1601,1803,1337,1724,2106,1708
RCHGF000986,1,0,0,0,0,0,54,55,43,43,37,25
RCHGF000987,3,9,1,2,0,0,179,175,152,268,257,272
RCHGF000988,4,3,0,0,1,0,130,176,82,113,82,111
RCHGF000989,3,11,5,3,4,2,760,815,361,647,736,666
RCHGF000990,0,2,2,2,0,2,1006,946,1041,399,569,478
RCHGF000991,1,1,3,0,0,1,353,351,236,126,118,114
RCHGF000993,1,2,2,2,1,0,185,183,205,223,116,97
RCHGF000994,2,0,0,0,0,1,9,23,10,13,3,4
RCHGF000995,1,0,0,0,0,0,88,155,81,113,88,62
RCHGF000996,0,1,0,0,0,0,54,50,34,49,29,45
RCHGF000997,0,0,1,0,1,0,138,129,92,107,78,100
RCHGF000998,2,3,0,0,2,1,149,153,91,97,37,42
RCHGF000999,0,5,0,0,0,1,131,141,110,73,71,51
RCHGF001000,0,0,0,1,0,0,135,123,106,60,48,54
RCHGF001001,1,2,0,0,0,0,53,28,33,36,19,16
RCHGF001002,0,2,1,1,0,0,52,69,57,25,12,18
RCHGF001003,0,2,1,0,0,0,140,136,93,148,104,81
RCHGF001004,0,0,0,0,0,0,67,106,70,82,45,59
RCHGF001005,0,0,0,0,0,0,32,43,46,25,16,14
RCHGF001006,1,0,0,2,0,0,85,87,95,65,39,56
RCHGF001007,0,2,0,0,0,0,108,138,112,88,36,48
RCHGF001008,0,0,0,0,1,0,45,18,20,15,22,8
RCHGF001009,0,0,2,0,0,0,84,74,53,16,16,19
RCHGF001010,3,4,2,0,2,0,363,375,275,215,284,267
RCHGF001011,5,3,1,0,0,1,126,155,156,88,57,42
RCHGF001012,0,5,0,0,0,0,84,93,81,45,44,39
RCHGF001013,1,1,3,0,2,0,123,138,123,77,61,48
RCHGF001014,1,1,2,1,0,0,110,137,98,72,59,48
RCHGF001015,5,0,0,0,0,0,155,213,142,83,72,71
RCHGF001016,11,11,4,3,0,1,3186,3454,1590,940,1055,1006
RCHGF001017,13,13,9,2,3,9,4548,4202,3273,1273,1266,1086
RCHGF001018,0,2,8,0,0,0,123,180,163,72,44,32
RCHGF001019,0,2,1,1,1,0,373,380,331,138,180,154
RCHGF001020,1,5,1,2,0,0,345,423,331,173,195,192
RCHGF001021,0,0,0,1,0,0,141,150,193,53,58,41
RCHGF001022,1,3,0,0,0,0,170,200,154,82,83,64
RCHGF001023,4,1,5,0,1,0,226,251,195,105,106,90
RCHGF001024,1,1,0,1,0,0,112,160,92,60,47,54
RCHGF001025,0,0,0,1,0,0,33,48,31,10,19,22
RCHGF001026,3,0,2,0,0,0,124,171,111,74,44,40
RCHGF001027,5,0,1,1,0,0,109,91,88,125,98,85
RCHGF001028,4,2,1,0,2,0,109,133,116,179,121,107
RCHGF001029,3,0,0,0,0,0,80,53,60,85,63,55
RCHGF001030,7,5,19,8,3,5,745,852,532,404,463,386
RCHGF001031,0,6,2,0,0,1,396,433,278,174,124,141
RCHGF001032,8,10,7,4,4,3,829,802,517,362,425,423
RCHGF001033,4,4,6,4,0,5,722,703,198,316,323,292
RCHGF001034,19,13,17,6,4,5,1308,1500,419,700,708,606
RCHGF001035,4,1,5,0,0,0,222,222,71,78,124,76
RCHGF001036,18,7,13,2,0,0,2524,2637,1641,1285,1494,1188
RCHGF001037,4,4,0,4,1,0,1052,825,925,574,820,685
RCHGF001038,35,30,23,17,16,12,6157,5850,4006,7321,8061,7307
RCHGF001039,26,39,21,15,13,9,5309,5287,5366,5295,6661,6226
RCHGF001040,50,62,55,28,17,27,11198,11883,19522,8211,9104,8266
RCHGF001041,2,3,2,1,0,5,322,442,236,273,293,238
RCHGF001042,2,8,4,2,1,0,558,604,396,517,463,418
RCHGF001043,8,20,9,2,9,0,1302,1466,1522,468,489,453
RCHGF001044,1,0,0,0,1,0,427,351,393,135,115,89
RCHGF001045,4,6,2,1,0,3,995,1116,535,455,681,540
RCHGF001046,7,4,3,2,0,2,767,862,537,473,631,571
RCHGF001047,0,3,1,1,0,0,298,324,232,177,202,181
RCHGF001048,2,2,1,0,0,0,190,200,134,95,96,87
RCHGF001049,7,2,3,0,0,2,809,876,419,415,302,246
RCHGF001050,3,2,2,0,0,0,642,730,356,519,607,522
RCHGF001051,5,2,0,0,0,0,159,147,155,150,189,133
RCHGF001052,2,3,3,2,2,0,545,607,486,1034,898,599
RCHGF001053,5,1,5,2,1,0,313,282,227,140,149,145
RCHGF001054,0,0,0,0,1,0,25,34,26,6,8,14
RCHGF001055,0,1,3,1,0,0,170,188,113,67,73,73
RCHGF001056,38,37,24,24,10,6,3275,3248,2581,1890,2578,2173
RCHGF001057,32,40,51,17,8,5,5389,7341,3194,3196,3894,3682
RCHGF001058,57,48,60,43,18,40,8182,8993,6010,5263,7640,7189
RCHGF001059,3,2,3,3,3,1,732,818,649,644,822,801
RCHGF001060,16,29,21,9,4,12,4675,5035,3912,3232,4384,3950
RCHGF001061,5,6,1,1,0,1,1249,1310,844,663,668,640
RCHGF001062,10,14,13,6,12,7,3991,4489,9405,2734,3434,2483
RCHGF001063,49,61,47,40,25,22,54405,47974,69244,22992,24966,19388
RCHGF001064,19,16,13,4,4,8,16397,17592,7176,13329,10114,8603
RCHGF001065,0,0,0,0,0,0,574,637,630,791,435,341
RCHGF001066,0,0,0,0,0,0,11,9,6,0,2,1
RCHGF001067,4,1,0,0,0,0,138,128,275,33,62,19
RCHGF001068,1,4,0,0,1,0,175,201,93,74,79,63
RCHGF001069,1,2,1,0,0,1,265,298,132,93,100,91
RCHGF001070,1,1,0,1,0,0,137,139,122,59,100,45
RCHGF001071,3,0,3,0,3,0,374,462,214,229,203,157
RCHGF001072,0,0,0,0,0,0,68,64,45,28,16,18
RCHGF001073,0,0,0,0,0,0,71,85,42,28,34,19
RCHGF001074,9,5,0,4,0,0,193,247,192,95,127,76
RCHGF001075,11,11,0,5,0,0,609,630,449,216,185,138
RCHGF001076,4,1,1,0,0,5,222,193,334,94,127,94
RCHGF001077,6,1,4,4,0,2,704,673,512,1354,1341,1111
RCHGF001078,13,9,7,11,2,5,2747,2832,1558,1452,1891,1763
RCHGF001079,5,6,4,4,3,2,8110,8099,7434,2118,2774,2574
RCHGF001080,0,0,2,0,0,0,109,112,75,142,113,113
RCHGF001081,1,2,1,0,0,0,76,87,64,93,104,76
RCHGF001082,5,3,0,0,0,0,101,117,117,75,46,38
RCHGF001083,0,5,1,0,12,0,120,144,157,80,44,51
RCHGF001084,5,0,6,3,2,1,459,360,978,517,456,312
RCHGF001085,6,7,2,0,0,0,432,521,371,253,338,255
RCHGF001086,0,2,0,1,2,0,59,45,54,21,53,36
RCHGF001087,1,2,0,1,3,2,401,395,365,207,222,134
RCHGF001088,12,19,25,5,11,2,2005,2418,1525,333,361,322
RCHGF001089,11,13,11,5,5,1,2236,2407,2913,1166,1128,781
RCHGF001090,2,1,1,0,0,2,94,158,74,38,46,18
RCHGF001091,5,2,1,1,0,1,2088,1671,1564,804,813,640
RCHGF001092,6,1,0,0,0,0,342,400,226,130,138,93
RCHGF001093,0,5,0,0,0,0,191,273,117,100,78,93
RCHGF001094,4,1,1,1,1,1,1092,1491,969,809,906,859
RCHGF001095,1,4,0,1,0,0,512,469,521,194,187,169
RCHGF001096,0,4,2,0,4,0,521,712,307,175,115,99
RCHGF001097,0,0,0,0,0,0,46,54,42,17,8,15
RCHGF001098,2,4,2,0,0,0,200,256,110,85,65,48
RCHGF001099,2,1,2,0,0,0,95,115,52,26,35,23
RCHGF001100,0,1,0,0,0,0,74,84,68,9,9,11
RCHGF001101,2,1,0,0,0,0,247,263,185,70,65,34
RCHGF001102,13,18,21,4,2,2,2812,3246,2088,1765,2515,2276
RCHGF001103,8,18,5,5,7,0,941,937,965,541,647,477
RCHGF001104,2,1,3,0,0,0,505,560,314,290,292,295
RCHGF001105,3,6,9,2,1,2,2133,2131,1642,1239,1354,1027
RCHGF001106,16,7,15,3,13,2,5484,5700,2369,2404,2950,2149
RCHGF001107,8,9,11,4,2,8,7218,7178,4877,3552,5845,5085
RCHGF001108,33,33,23,24,42,22,48848,51716,75612,11865,16499,13706
RCHGF001109,0,0,0,0,0,0,17,35,12,2,8,0
RCHGF001110,6,18,11,0,2,6,1044,1042,503,477,474,543
RCHGF001111,4,14,2,6,2,1,684,787,419,3636,3664,3304
RCHGF001112,0,0,0,1,0,0,98,148,59,8071,3487,4178
RCHGF001113,7,8,14,3,7,1,941,1015,327,1205,1065,947
RCHGF001114,6,7,2,2,1,3,177,245,94,229,161,149
RCHGF001115,10,5,4,3,3,4,491,620,308,416,423,376
RCHGF001116,13,18,13,6,6,4,1726,1584,789,684,1085,887
RCHGF001117,12,12,9,1,2,4,3158,2938,1185,1460,1176,921
RCHGF001118,9,4,21,8,0,2,1848,2275,1114,1608,927,715
RCHGF001119,7,6,2,2,4,0,3071,2507,4786,1310,1533,1136
RCHGF001120,6,8,16,1,2,3,3008,3265,1614,1520,1968,1768
RCHGF001121,0,0,0,0,0,0,36,31,15,7,23,14
RCHGF001122,2,3,4,2,4,0,358,435,156,203,207,201
RCHGF001123,37,30,29,4,21,13,2024,2408,649,696,729,728
RCHGF001126,0,1,0,0,0,0,142,157,55,20,8,14
RCHGF001127,18,11,6,2,1,2,3292,3342,2564,1610,2109,1934
RCHGF001128,0,0,0,0,0,0,36,45,29,35,16,14
RCHGF001129,1,3,0,1,0,0,442,381,553,229,271,223
RCHGF001130,2,6,1,0,0,0,376,342,264,317,292,264
RCHGF001131,0,4,0,2,0,0,242,159,197,126,157,109
RCHGF001132,0,2,0,0,0,0,161,196,126,68,78,73
RCHGF001133,2,3,1,0,1,0,183,185,129,57,69,79
RCHGF001134,0,0,1,0,0,0,103,92,30,37,22,20
RCHGF001135,0,3,0,0,0,0,56,50,137,17,15,16
RCHGF001136,6,12,9,0,6,5,2640,2557,2420,1681,2407,1926
RCHGF001137,0,0,0,0,0,0,200,219,182,77,106,98
RCHGF001138,19,10,8,0,15,2,1642,1673,1658,572,516,495
RCHGF001139,11,3,0,0,0,0,274,306,264,140,158,154
RCHGF001140,13,14,19,1,3,5,4253,5250,2762,2106,2574,2349
RCHGF001141,19,33,33,13,5,14,8404,10541,5249,3942,4868,4282
RCHGF001142,20,40,27,9,15,16,2474,2570,1490,407,369,339
RCHGF001143,146,167,146,103,81,71,110925,95433,151028,13103,10996,9915
RCHGF001144,40,60,25,23,20,20,5788,4965,4972,2045,2555,2346
RCHGF001145,0,0,0,0,0,0,93,115,67,93,66,47
RCHGF001146,0,0,0,3,0,0,291,235,207,89,55,44
RCHGF001147,0,0,0,0,0,0,13,17,4,15,12,19
RCHGF001148,0,4,0,6,0,0,118,188,64,89,80,56
RCHGF001149,21,21,29,18,13,10,5251,4751,4591,2566,2503,1783
RCHGF001150,65,98,51,36,29,30,9868,9478,8722,3426,3325,2372
RCHGF001152,15,23,7,3,1,6,1390,1494,1014,986,1365,1224
RCHGF001153,31,39,31,7,10,7,3334,3593,1984,3064,4814,4145
RCHGF001154,1,8,2,3,1,4,308,369,279,423,590,482
RCHGF001155,12,13,13,4,9,5,1394,1660,752,1360,1802,1494
RCHGF001156,2,6,0,0,1,1,161,177,101,251,300,211
RCHGF001157,1,0,0,0,0,0,59,61,73,99,118,103
RCHGF001158,25,14,26,7,9,16,6434,5546,9773,2413,2062,1629
RCHGF001159,1,4,6,1,4,0,448,479,229,302,345,388
RCHGF001160,9,10,5,7,7,5,1511,1410,2336,925,1045,929
RCHGF001161,18,17,25,5,8,2,1358,1345,1069,918,1147,1187
RCHGF001162,2,3,4,0,0,0,234,257,105,86,148,156
RCHGF001163,1,0,0,0,0,2,87,92,169,43,74,59
RCHGF001164,1,4,8,3,0,0,885,618,448,227,270,241
RCHGF001165,3,11,6,0,0,0,522,583,398,356,329,290
RCHGF001166,2,5,0,1,0,4,493,514,281,218,202,168
RCHGF001167,3,1,1,0,0,0,229,242,161,107,96,86
RCHGF001168,0,0,0,0,0,0,1,5,1,0,0,2
RCHGF001169,10,8,0,1,0,0,250,285,235,37602,41466,33300
RCHGF001170,7,22,0,4,2,2,144,216,232,16886,19524,15199
RCHGF001171,0,3,0,0,0,0,138,171,137,1403,1403,1262
RCHGF001172,5,10,7,2,1,1,1106,1192,1849,389,517,428
RCHGF001173,53,81,71,17,24,38,13200,13557,4672,5098,7316,5727
RCHGF001174,13,5,15,4,3,1,17332,23395,10124,646,857,608
RCHGF001176,16,8,4,3,0,2,4783,4874,2365,1942,2488,1928
RCHGF001178,7,1,0,1,0,0,1570,1223,2790,1019,1175,938
RCHGF001179,1,0,5,0,0,0,1986,1637,2205,1075,1053,839
RCHGF001180,0,7,1,0,0,0,997,1214,885,803,817,782
RCHGF001181,1,0,0,0,0,0,476,596,340,332,485,455
RCHGF001182,5,9,2,0,0,0,2180,1949,1473,952,1088,822
RCHGF001183,28,26,20,12,9,8,18828,16493,20334,7976,7853,5977
RCHGF001184,20,50,37,12,8,8,3033,3137,5922,2038,1912,1616
RCHGF001185,16,17,23,4,4,10,1228,1076,809,799,635,562
RCHGF001186,1,3,1,1,8,0,224,154,315,114,193,179
RCHGF001187,0,0,0,0,0,0,60,57,59,32,40,30
RCHGF001188,0,1,0,1,0,0,72,90,66,61,35,47
RCHGF001189,5,1,0,0,1,0,414,376,247,158,79,69
RCHGF001190,3,4,1,0,0,0,153,153,122,31,19,42
RCHGF001191,1,4,2,0,1,0,147,159,90,129,96,92
RCHGF001192,0,7,0,0,2,1,145,161,79,106,93,68
RCHGF001193,1,0,0,0,0,0,55,61,49,53,35,26
RCHGF001195,5,3,3,3,1,4,969,920,669,614,847,770
RCHGF001196,5,4,13,1,2,5,2379,2392,2010,1844,2317,1736
RCHGF001197,0,1,0,0,0,0,44,46,17,6,7,8
RCHGF001198,9,11,5,0,1,3,1171,1338,951,941,1230,956
RCHGF001199,36,38,29,7,7,21,3130,3388,1848,2041,2986,2697
RCHGF001200,21,13,11,6,4,7,827,1098,319,481,637,627
RCHGF001201,0,2,0,0,0,0,18,11,5,16,4,1
RCHGF001202,8,13,10,5,1,6,1138,1019,921,1015,1242,967
RCHGF001203,9,9,3,5,0,6,282,301,167,355,364,298
RCHGF001204,8,12,9,5,4,4,506,617,264,437,438,301
RCHGF001205,0,0,0,0,0,0,8,20,6,14,7,10
RCHGF001206,0,0,0,0,0,0,84,79,49,23,22,9
RCHGF001207,20,30,50,11,12,10,1349,1448,329,543,336,251
RCHGF001208,555,692,708,375,315,292,29659,37222,10680,13289,8476,6312
RCHGF001209,21,29,28,9,16,6,4804,4901,2905,2046,3235,2565
RCHGF001210,17,18,23,11,4,10,4095,4248,3017,2390,3136,2680
RCHGF001211,0,14,5,4,0,1,871,1078,279,305,430,365
RCHGF001212,3,8,5,0,1,2,975,1016,585,726,925,760
RCHGF001213,2,6,2,0,0,0,463,387,1070,569,778,698
RCHGF001214,0,0,0,0,0,0,41,65,21,10,8,2
RCHGF001215,3,6,2,1,2,4,1044,985,807,1267,1186,942
RCHGF001216,0,2,0,0,0,0,100,109,10,42,39,19
RCHGF001217,0,0,3,0,0,0,13,8,4,11,7,6
RCHGF001218,0,0,0,0,0,0,103,98,60,23,37,13
RCHGF001219,5,1,1,0,2,1,723,784,694,243,205,160
RCHGF001220,4,1,3,4,0,0,520,618,344,285,288,238
RCHGF001221,0,0,1,0,0,0,308,272,146,168,142,104
RCHGF001222,1,7,1,0,0,0,205,214,143,111,129,67
RCHGF001223,2,8,1,0,0,0,345,433,254,109,88,81
RCHGF001224,2,1,1,1,0,1,317,291,118,201,135,153
RCHGF001225,3,6,2,1,3,2,649,789,363,569,535,449
RCHGF001226,0,0,0,3,0,0,111,116,82,233,236,197
RCHGF001227,0,0,0,1,0,0,96,93,71,124,80,109
RCHGF001228,0,1,0,0,2,3,69,78,34,198,148,136
RCHGF001229,2,0,1,0,0,0,120,127,78,83,59,34
RCHGF001230,0,0,0,0,0,0,68,68,45,32,22,20
RCHGF001231,1,9,1,1,0,0,77,71,61,48,40,31
RCHGF001232,4,2,2,0,0,1,143,190,111,195,105,105
RCHGF001233,1,0,0,0,0,0,58,57,41,63,16,18
RCHGF001234,0,0,0,1,0,0,20,35,16,23,9,13
RCHGF001235,2,3,7,3,2,0,1209,1427,370,372,570,592
RCHGF001236,8,9,6,2,7,4,871,792,364,714,2156,2441
RCHGF001237,5,7,7,2,2,4,450,463,199,422,1121,1624
RCHGF001238,7,3,2,3,2,3,354,355,171,282,949,1263
RCHGF001239,18,31,34,7,4,4,2324,2338,1007,2364,6671,8798
RCHGF001240,3,16,4,1,2,1,592,592,315,518,1725,2274
RCHGF001241,9,5,7,0,0,2,839,829,509,974,3157,3518
RCHGF001242,9,10,15,3,8,0,1950,2093,954,2135,6765,8130
RCHGF001243,4,11,6,6,6,4,1278,1273,826,1333,3750,4485
RCHGF001244,15,21,13,13,9,4,3229,3295,1545,2438,6670,8031
RCHGF001245,5,11,0,2,2,1,1614,1350,625,1152,3409,3862
RCHGF001246,6,3,6,4,1,5,1390,1252,826,858,2704,3174
RCHGF001247,7,17,5,3,9,4,2755,2483,1239,1395,4220,4495
RCHGF001248,5,3,1,0,1,4,1601,1490,646,800,1689,1692
RCHGF001249,0,0,0,0,0,0,750,395,756,416,1034,895
RCHGF001250,5,1,0,1,3,0,143,162,96,1648,1928,1668
RCHGF001251,2,3,0,1,2,0,131,140,99,3000,3378,3143
RCHGF001252,1,6,2,1,1,0,257,302,171,4157,5554,5106
RCHGF001253,0,0,0,0,0,0,2,3,4,17,10,10
RCHGF001254,8,9,7,4,1,1,899,851,691,1369,1536,1304
RCHGF001255,11,24,13,10,3,6,3787,3847,2754,3355,4228,3681
RCHGF001256,94,91,76,32,30,38,13343,12856,28675,21964,28679,25464
RCHGF001257,0,0,0,0,0,0,26,38,13,14,11,15
RCHGF001258,13,4,8,1,6,3,746,791,1122,793,1047,819
RCHGF001259,6,13,3,4,2,3,5004,5329,5701,6865,8942,7254
RCHGF001260,13,5,12,2,5,1,3043,2952,3881,4556,6730,5909
RCHGF001261,1,4,0,3,0,0,311,361,212,229,287,250
RCHGF001262,46,75,47,15,21,15,6583,6377,4165,2315,2582,2241
RCHGF001263,0,0,0,0,0,0,14,27,10,3,2,8
RCHGF001264,8,16,4,5,7,2,1053,1049,570,499,569,408
RCHGF001265,0,2,2,0,2,0,229,291,185,117,132,119
RCHGF001266,5,6,2,2,0,0,182,183,173,143,102,98
RCHGF001267,0,0,3,2,0,0,36,38,31,26,25,18
RCHGF001268,1,2,0,0,0,0,195,196,141,95,151,134
RCHGF001269,1,2,5,1,0,0,789,747,351,983,1060,929
RCHGF001270,40,52,50,20,17,30,6428,7153,3091,10503,11157,9621
RCHGF001271,14,19,15,7,10,12,2378,2829,1172,4404,4132,3370
RCHGF001272,1,3,5,1,1,0,574,513,486,401,415,379
RCHGF001273,1,3,4,0,9,1,1836,1915,791,957,1061,894
RCHGF001274,3,5,4,1,1,0,677,778,269,269,309,229
RCHGF001275,6,3,2,0,2,1,1578,1736,999,906,1210,956
RCHGF001276,13,18,10,6,3,3,2471,2731,1493,1847,2248,1833
RCHGF001277,1,2,0,4,0,0,113,120,84,75,33,31
RCHGF001278,0,0,0,0,0,0,8,8,3,0,3,3
RCHGF001279,3,5,4,3,1,0,1363,1363,913,503,623,562
RCHGF001280,7,14,12,8,5,2,2789,3233,1349,1132,1300,1014
RCHGF001281,35,25,47,9,7,8,7505,6676,5203,13480,14059,10655
RCHGF001282,6,11,11,0,2,2,1964,1825,1316,1474,1740,1380
RCHGF001283,1,0,4,0,0,0,1054,743,570,448,453,255
RCHGF001284,0,1,1,1,2,3,1667,1300,2079,757,967,637
RCHGF001285,5,9,8,1,0,0,373,425,256,315,304,281
RCHGF001286,1,2,8,1,1,0,291,376,159,266,254,246
RCHGF001287,8,3,1,5,0,2,503,692,295,516,543,429
RCHGF001288,1,1,1,0,0,1,303,408,154,200,192,177
RCHGF001289,7,1,0,0,0,2,237,239,127,76,126,106
RCHGF001290,0,0,1,0,0,2,103,115,102,42,50,46
RCHGF001291,0,5,3,0,0,0,178,222,118,86,104,68
RCHGF001292,0,2,1,0,0,0,53,53,45,11,41,20
RCHGF001293,22,23,24,15,7,3,2270,2237,1156,5444,6067,5546
RCHGF001294,5,14,17,3,1,6,1412,1401,798,3797,3983,3363
RCHGF001295,13,21,11,4,1,2,1332,1393,974,4057,4716,4117
RCHGF001296,4,1,0,2,0,1,727,670,569,2640,2744,2163
RCHGF001297,0,0,0,0,0,0,0,4,3,0,0,2
RCHGF001298,2,4,4,0,0,0,411,425,302,626,652,504
RCHGF001299,1,0,0,0,1,1,500,463,499,155,160,144
RCHGF001300,1,1,0,0,0,0,92,85,73,42,14,25
RCHGF001301,20,18,9,7,3,5,1244,1363,794,708,910,858
RCHGF001302,8,7,4,7,2,1,492,558,324,370,474,462
RCHGF001303,10,5,5,4,1,0,2316,1949,2840,1172,961,780
RCHGF001304,2,2,3,1,0,0,804,872,1074,371,275,245
RCHGF001305,0,8,1,1,1,0,913,891,512,762,873,803
RCHGF001306,0,0,0,0,0,0,14,3,3,0,8,3
RCHGF001307,3,0,2,0,0,0,182,190,110,266,245,202
RCHGF001308,0,0,0,0,0,0,189,233,153,451,429,366
RCHGF001309,0,3,2,0,0,1,126,127,88,183,136,108
RCHGF001310,1,0,1,0,0,0,112,176,79,195,211,191
RCHGF001311,1,5,1,0,0,0,213,291,131,266,306,239
RCHGF001312,4,5,1,0,0,0,234,229,178,316,259,229
RCHGF001313,17,29,11,9,4,4,2195,2243,1192,1325,1144,970
RCHGF001314,9,6,8,1,3,2,1477,1709,684,651,707,656
RCHGF001315,5,10,9,2,0,2,1303,1341,602,473,670,595
RCHGF001316,38,60,27,10,15,12,7457,7370,4479,4074,5685,5500
RCHGF001317,7,6,15,1,2,7,3842,3901,7170,773,1156,994
RCHGF001318,2,1,1,0,0,2,623,670,325,315,406,256
RCHGF001319,0,0,1,0,0,0,81,79,34,51,10,22
RCHGF001320,8,22,21,4,5,9,2982,3869,1437,1374,1635,1483
RCHGF001321,82,133,84,37,35,49,13392,15055,6833,5854,7539,6823
RCHGF001322,8,10,15,0,2,8,1173,1178,413,597,553,554
RCHGF001323,1,3,0,0,0,0,16,14,6,7,6,3
RCHGF001324,0,0,0,0,0,0,31,25,10,13,22,14
RCHGF001325,120,121,128,32,45,46,5112,5799,1994,3710,3196,2920
RCHGF001326,31,52,43,33,23,33,3368,3313,1030,3420,2696,2179
RCHGF001327,216,321,224,95,99,77,14204,17147,2407,4713,4090,3535
RCHGF001328,691,899,769,279,264,268,33459,40621,8105,9075,9154,7276
RCHGF001329,0,0,1,0,0,3,112,128,8,36,4,6
RCHGF001330,25,19,19,8,5,4,1882,2033,809,933,1196,908
RCHGF001331,9,15,10,5,4,5,753,797,716,635,743,681
RCHGF001332,3,8,6,1,0,0,405,487,210,248,244,250
RCHGF001333,3,22,2,0,0,1,469,721,262,342,332,262
RCHGF001334,6,12,2,0,1,0,1339,1552,1428,1131,1521,1156
RCHGF001335,55,70,36,24,17,30,2781,2702,938,3312,2794,2299
RCHGF001336,0,0,0,0,0,0,28,22,9,6,7,7
RCHGF001337,11,9,12,1,3,3,1222,1386,1147,388,226,160
RCHGF001338,0,0,0,0,0,0,37,35,13,3,8,10
RCHGF001339,8,5,5,2,1,1,705,723,302,483,537,417
RCHGF001340,9,19,15,1,1,1,2037,2216,1078,1483,1479,1157
RCHGF001341,4,7,3,0,1,0,1560,1579,1611,899,786,611
RCHGF001342,24,20,21,7,5,4,5519,4933,3190,2361,2634,2401
RCHGF001343,53,45,56,12,15,21,5291,5794,3289,5576,6545,5845
RCHGF001344,0,0,1,4,0,0,358,449,244,333,363,384
RCHGF001345,77,95,47,24,25,17,13714,16249,7708,4880,5901,4969
RCHGF001346,72,88,70,29,26,41,7481,8868,3695,4986,6597,5685
RCHGF001347,0,6,5,1,1,0,351,469,417,356,287,208
RCHGF001348,43,31,28,22,15,10,7875,7062,13216,4122,5704,5090
RCHGF001349,105,64,79,56,75,34,317013,283250,434195,129053,110793,63814
RCHGF001350,6,19,5,3,3,6,3720,3627,4714,2692,3608,2819
RCHGF001351,0,0,0,0,0,0,11,30,10,3,6,3
RCHGF001352,2,1,6,0,1,0,324,426,162,356,338,281
RCHGF001353,0,0,1,0,4,1,189,214,89,276,240,224
RCHGF001354,0,4,2,1,0,1,461,613,239,510,430,412
RCHGF001355,4,2,2,1,0,0,120,181,101,89,115,106
RCHGF001356,0,1,0,0,0,0,50,63,36,34,18,23
RCHGF001357,0,2,3,0,0,0,79,78,26,26,17,22
