Feature,Consortium_Early_R1,Consortium_Early_R2,Consortium_Early_R3,Consortium_Late_R1,Consortium_Late_R2,Consortium_Late_R3,HGF2_Early_R1,HGF2_Early_R2,HGF2_Early_R3,HGF2_Late_R1,HGF2_Late_R2,HGF2_Late_R13
RCHGF000355,0,0,0,0,1,0,9,16,10,15,6,4
RCHGF000356,7,10,7,1,1,6,773,794,752,440,721,533
RCHGF000357,11,16,32,8,11,11,2423,2541,1588,845,1207,982
RCHGF000358,27,27,31,9,18,31,5019,4949,2363,1704,2122,1805
RCHGF000359,0,0,0,0,0,0,21,21,13,7,14,1
RCHGF000360,5,7,4,2,1,0,872,1056,553,533,675,507
RCHGF000361,1,5,0,1,6,2,531,600,159,788,834,712
RCHGF000362,4,1,0,1,0,0,344,427,143,531,516,443
RCHGF000363,5,1,0,0,0,0,518,541,253,623,636,611
RCHGF000364,1,1,0,1,0,0,670,807,352,285,339,294
RCHGF000365,6,2,4,0,0,0,2714,2760,1658,1129,1523,1352
RCHGF000366,5,7,3,3,1,5,2821,3044,1441,1415,1834,1749
RCHGF000367,6,7,6,9,3,1,1850,1872,909,922,1059,926
RCHGF000368,2,3,1,4,0,0,786,582,565,830,1407,1003
RCHGF000369,13,12,7,0,3,3,1189,1224,1141,1418,2580,2214
RCHGF000370,6,6,0,1,2,1,3689,3206,4371,1377,1212,1023
RCHGF000372,17,5,6,7,4,6,3659,3324,4344,2769,4681,3799
RCHGF000373,1,0,2,0,1,0,212,243,97,234,155,173
RCHGF000374,9,9,9,13,0,0,3636,3636,3331,1077,1437,1374
RCHGF000375,4,2,1,1,0,1,810,890,452,275,355,322
RCHGF000377,2,10,4,0,1,0,2455,1592,1279,275,377,310
RCHGF000379,1,1,1,1,2,0,484,498,1813,739,923,1010
RCHGF000380,3,1,2,0,0,0,305,304,429,201,172,122
RCHGF000381,1,1,1,0,0,0,214,151,208,69,81,61
RCHGF000382,4,0,2,6,0,0,177,206,160,129,86,75
RCHGF000383,0,1,1,0,0,1,29,89,42,35,26,26
RCHGF000384,0,0,0,0,0,0,16,15,23,36,9,32
RCHGF000385,4,0,0,0,0,0,130,111,123,168,168,150
RCHGF000386,0,0,0,0,0,0,43,47,73,43,37,42
RCHGF000387,0,0,0,0,0,0,35,51,32,37,38,22
RCHGF000388,0,0,1,0,0,0,52,63,60,52,51,70
RCHGF000389,1,1,0,0,0,0,102,84,94,56,49,43
RCHGF000390,0,3,0,0,0,0,92,155,99,94,104,100
RCHGF000391,18,4,7,0,2,0,1085,1144,1025,397,544,414
RCHGF000392,2,0,1,1,0,3,284,315,223,153,176,165
RCHGF000393,1,1,2,0,0,3,197,267,145,702,604,496
RCHGF000394,2,3,0,0,1,0,194,248,140,526,435,392
RCHGF000395,7,7,6,0,7,0,355,443,244,302,282,214
RCHGF000396,0,4,7,0,1,0,330,375,203,179,161,167
RCHGF000397,0,1,0,0,0,0,120,102,103,92,71,47
RCHGF000398,8,7,2,2,0,0,967,986,619,489,500,420
RCHGF000399,5,3,1,0,0,4,626,589,250,207,267,233
RCHGF000400,1,1,0,0,0,0,30,36,24,24,10,12
RCHGF000401,0,0,0,0,0,0,55,45,34,26,27,30
RCHGF000402,1,2,1,2,0,0,726,609,837,370,454,366
RCHGF000403,1,3,4,1,1,0,1738,1483,1872,1698,1300,1028
RCHGF000404,0,0,0,0,0,0,23,21,24,9,4,5
RCHGF000405,2,1,0,2,1,0,140,128,99,47,34,32
RCHGF000406,0,0,1,0,0,1,141,126,92,54,45,30
RCHGF000407,1,4,4,0,0,5,392,427,314,118,92,97
RCHGF000408,1,0,2,0,0,0,1308,1172,599,183,203,161
RCHGF000409,1,0,2,0,0,0,276,323,266,137,106,92
RCHGF000410,1,5,1,0,0,0,781,626,553,2414,1837,1433
RCHGF000411,3,4,0,4,1,0,909,751,602,11906,10029,7222
RCHGF000412,0,1,0,0,0,0,78,101,93,4413,3943,2737
RCHGF000413,5,6,5,3,3,1,2117,2080,2442,2192,1767,1229
RCHGF000414,4,1,2,1,3,1,280,255,267,2106,1637,1711
RCHGF000415,22,26,22,5,20,7,6607,5478,12428,6608,5539,3266
RCHGF000416,30,71,44,18,15,13,7885,8513,5786,5111,7271,6288
RCHGF000417,6,8,3,0,6,0,1261,1321,1107,678,962,752
RCHGF000418,14,19,10,7,9,5,3776,3731,2957,2288,3478,3135
RCHGF000419,6,4,1,1,0,0,788,692,574,443,521,373
RCHGF000420,2,3,3,2,6,0,1128,1271,1998,415,347,323
RCHGF000421,9,6,13,4,1,1,2019,2050,1468,1214,1377,1201
RCHGF000422,0,1,0,0,0,0,109,122,100,105,99,94
RCHGF000423,0,1,0,0,0,0,197,229,154,238,180,162
RCHGF000424,0,1,2,0,0,0,86,94,79,94,52,62
RCHGF000425,0,5,1,0,0,0,135,208,104,194,164,145
RCHGF000426,5,2,0,0,0,0,145,175,124,218,232,199
RCHGF000427,1,1,1,0,0,0,144,141,107,228,212,171
RCHGF000428,0,1,0,0,1,0,62,68,73,74,65,47
RCHGF000429,1,2,0,0,0,0,49,86,67,51,37,15
RCHGF000430,1,3,0,0,1,0,238,270,208,382,360,327
RCHGF000431,2,1,0,0,0,0,127,148,128,400,292,272
RCHGF000432,4,0,1,0,0,0,279,200,136,396,398,366
RCHGF000433,2,0,0,0,1,0,490,497,287,658,488,478
RCHGF000434,0,0,0,1,0,0,129,133,69,183,161,172
RCHGF000435,2,3,0,0,0,0,108,139,66,207,155,127
RCHGF000436,1,0,0,0,1,0,118,184,51,92,68,62
RCHGF000437,17,17,2,1,3,6,2200,3178,998,892,927,892
RCHGF000438,8,9,4,3,0,5,2275,3231,1161,928,1252,1034
RCHGF000439,6,1,3,1,0,1,929,1186,722,412,540,447
RCHGF000440,1,0,0,0,0,0,345,417,141,145,149,119
RCHGF000441,11,2,3,1,2,3,1345,1428,1090,1510,2267,2046
RCHGF000442,9,21,5,10,4,5,6504,6653,6009,3423,4511,3954
RCHGF000443,17,24,9,5,10,10,18846,19424,12216,11800,16101,12338
RCHGF000444,0,1,3,0,0,0,2761,2250,2111,1296,1262,919
RCHGF000445,1,0,0,0,0,0,364,379,712,279,107,93
RCHGF000446,4,3,0,0,0,0,545,465,291,183,287,217
RCHGF000447,0,0,0,0,0,0,5,8,5,11,8,11
RCHGF000448,0,0,0,0,0,0,3,4,3,11,12,14
RCHGF000449,7,10,7,0,8,3,5992,6547,4182,4336,4576,3818
RCHGF000450,10,21,12,6,9,1,5030,4716,3915,2976,3833,3428
RCHGF000451,0,0,0,0,0,0,5,11,9,4,9,0
RCHGF000452,0,1,1,3,0,0,345,396,664,531,337,308
RCHGF000453,10,5,7,0,1,1,3859,4288,3105,3164,3324,2547
RCHGF000454,1,18,4,4,3,5,3975,4421,4026,3048,4647,3977
RCHGF000455,23,36,19,18,4,4,8997,9605,8715,6446,9215,8129
RCHGF000457,17,9,5,8,2,5,5936,5488,8175,2400,3214,2516
RCHGF000458,0,0,0,0,0,1,101,133,95,57,48,32
RCHGF000459,3,3,3,0,0,0,492,297,211,122,115,133
RCHGF000460,3,4,10,1,1,1,2026,1745,1553,921,1311,1095
RCHGF000461,2,3,5,2,1,0,819,800,681,308,323,318
RCHGF000462,10,10,7,5,2,5,2689,2340,1786,927,1084,1071
RCHGF000463,0,2,1,0,2,0,1071,1082,2108,242,273,180
RCHGF000464,4,9,3,2,3,1,2231,1807,2047,809,644,538
RCHGF000465,5,8,9,0,0,1,2094,2128,1587,875,997,862
RCHGF000466,8,11,20,7,11,2,7747,7322,6226,3574,4206,3384
RCHGF000467,20,15,8,2,6,4,5537,6013,4739,2911,3909,3453
RCHGF000468,2,9,1,2,2,4,2076,2052,1654,1192,1964,1729
RCHGF000469,3,8,0,1,2,0,718,808,645,425,605,501
RCHGF000470,0,2,2,0,1,1,762,776,571,394,666,620
RCHGF000471,0,2,5,2,0,0,897,1070,692,564,766,700
RCHGF000472,1,2,1,3,2,0,1424,1431,1336,656,922,767
RCHGF000473,1,1,0,0,0,0,144,143,87,73,101,52
RCHGF000474,3,0,6,0,0,0,441,446,564,197,172,160
RCHGF000475,25,32,27,12,11,5,6544,5221,3413,2326,2312,2157
RCHGF000476,0,0,0,0,0,0,22,28,22,20,21,4
RCHGF000477,2,0,0,0,2,0,1122,1210,603,697,912,791
RCHGF000478,8,11,8,8,2,5,4830,5209,3505,2467,3618,2739
RCHGF000479,10,4,6,0,1,5,3070,3079,3135,2001,2729,2217
RCHGF000480,4,2,11,1,3,2,2942,3246,2568,1768,2065,1830
RCHGF000481,3,1,0,1,0,0,263,205,252,105,181,190
RCHGF000482,2,1,0,1,2,0,453,432,369,440,528,406
RCHGF000483,9,6,3,2,1,1,1187,1349,1039,1157,1324,1093
RCHGF000484,3,12,8,3,0,4,7647,7735,6589,3914,5909,4912
RCHGF000485,1,0,2,0,0,2,1228,1256,1383,669,1134,984
RCHGF000486,0,0,0,0,0,0,13,23,25,2,11,7
RCHGF000487,1,0,1,0,0,0,155,174,110,199,164,164
RCHGF000488,0,3,2,0,0,0,179,139,69,116,80,75
RCHGF000489,7,5,0,0,3,1,404,425,306,270,284,265
RCHGF000490,0,0,0,0,0,0,50,87,36,17,51,36
RCHGF000491,5,12,4,1,1,0,1084,1286,717,623,757,643
RCHGF000492,10,9,10,8,10,4,2189,2212,1404,2306,1974,1905
RCHGF000493,2,3,3,0,0,0,283,275,203,206,234,292
RCHGF000494,18,13,14,8,3,5,6011,5771,7930,3080,3408,2693
RCHGF000495,0,2,10,3,1,0,1049,1029,496,704,526,441
RCHGF000496,0,0,1,1,0,0,899,1152,668,578,634,602
RCHGF000497,2,1,2,0,1,0,625,768,401,387,467,445
RCHGF000498,16,11,5,2,7,3,3315,4023,1588,1618,2077,1971
RCHGF000499,6,3,2,1,2,2,2988,3531,1540,1649,1780,1914
RCHGF000500,2,17,9,2,8,4,3544,3803,2132,2046,2683,2603
RCHGF000501,6,14,9,2,0,0,1426,1464,1347,1043,1241,1093
RCHGF000502,1,4,1,1,5,0,1970,2467,1426,1443,1726,1555
RCHGF000503,2,3,5,0,2,3,936,1005,560,539,670,652
RCHGF000504,9,11,11,5,2,0,3147,3595,1637,4856,4408,4093
RCHGF000505,17,19,7,5,5,5,2281,2371,1788,3371,4037,3355
RCHGF000506,0,0,0,0,0,0,38,56,36,15,23,17
RCHGF000507,0,1,1,0,0,0,449,405,385,176,214,163
RCHGF000508,1,1,0,0,3,1,987,886,1301,388,521,361
RCHGF000509,0,0,2,0,0,0,73,61,86,41,25,9
RCHGF000510,0,1,1,0,0,0,29,42,44,7,7,9
RCHGF000512,0,0,0,0,1,0,168,176,172,137,185,126
RCHGF000513,14,14,11,1,1,0,2037,2207,1759,1855,2773,2381
RCHGF000514,8,3,1,0,0,0,721,795,630,567,1000,934
RCHGF000515,0,2,2,0,0,0,441,480,325,263,460,370
RCHGF000516,2,0,2,0,0,0,154,174,111,173,236,157
RCHGF000517,6,0,1,0,0,0,851,1007,1023,846,1039,1018
RCHGF000518,0,4,1,0,0,0,391,438,203,1453,1113,874
RCHGF000519,7,0,2,1,0,0,647,754,476,437,506,450
RCHGF000520,0,3,5,0,0,0,644,634,287,460,632,465
RCHGF000521,1,2,1,0,1,0,920,1144,543,664,890,759
RCHGF000522,0,1,4,1,1,0,605,760,276,483,416,380
RCHGF000523,1,0,3,0,0,0,247,272,147,147,279,182
RCHGF000524,0,0,2,0,0,0,1006,795,804,280,316,254
RCHGF000526,0,0,0,0,0,0,123,87,154,20,14,28
RCHGF000527,0,0,0,0,0,0,99,87,87,50,32,14
RCHGF000528,7,2,0,0,1,0,294,337,318,89,164,99
RCHGF000529,1,0,0,0,0,0,319,320,385,143,146,136
RCHGF000530,5,10,3,4,5,6,9130,7084,21578,4480,5218,3799
RCHGF000531,3,3,3,0,1,1,313,281,307,118,98,73
RCHGF000532,1,4,5,2,0,0,325,308,242,120,120,92
RCHGF000533,3,2,3,2,0,0,934,1002,632,263,290,220
RCHGF000534,4,2,4,3,1,4,724,840,1096,351,334,237
RCHGF000535,35,25,23,20,18,12,8671,7900,7592,4469,4524,3147
RCHGF000536,2,1,1,0,0,0,270,221,141,149,106,76
RCHGF000537,8,13,11,5,2,3,2664,2760,3952,1942,2283,1704
RCHGF000538,2,3,3,0,0,0,240,305,214,74,75,80
RCHGF000539,14,7,8,1,2,0,3029,3143,1737,2124,2610,2211
RCHGF000540,13,17,8,3,5,3,6280,6270,5185,3503,4512,4268
RCHGF000541,1,9,2,3,1,1,1291,1293,942,542,773,567
RCHGF000542,8,10,8,2,1,0,372,435,224,191,235,188
RCHGF000543,1,3,9,3,0,0,679,733,454,489,493,447
RCHGF000544,8,4,3,2,1,2,1394,1422,1315,1148,1410,1108
RCHGF000545,14,10,17,12,7,8,6649,5719,9623,2107,1746,1586
RCHGF000546,0,0,0,0,0,0,6,3,7,0,0,0
RCHGF000547,1,8,2,1,0,0,166,164,176,3228,1723,1523
RCHGF000548,0,0,0,0,0,0,68,57,89,63,120,102
RCHGF000549,1,0,0,1,0,0,81,70,63,81,81,66
RCHGF000550,0,0,0,1,1,0,195,198,109,292,269,247
RCHGF000551,0,0,0,0,0,0,133,144,124,123,98,101
RCHGF000552,1,4,2,0,0,4,1094,1155,1240,410,319,264
RCHGF000553,3,0,0,0,0,0,45,68,31,112,99,79
RCHGF000554,2,0,1,2,0,0,315,340,176,290,276,211
RCHGF000555,0,0,1,0,0,0,49,72,43,43,52,26
RCHGF000556,1,1,1,1,2,0,358,467,229,182,188,202
RCHGF000557,0,2,3,0,0,0,838,784,653,680,1025,838
RCHGF000558,3,2,5,0,0,1,443,487,432,399,569,446
RCHGF000559,8,5,3,1,0,0,597,489,707,448,631,602
RCHGF000560,3,6,2,0,0,0,1385,1334,1224,1076,1284,1011
RCHGF000561,0,0,1,0,0,0,390,468,346,312,283,218
RCHGF000562,0,0,1,2,0,1,152,165,74,117,165,149
RCHGF000563,4,5,2,1,0,1,2582,2553,3345,2044,2509,2113
RCHGF000564,5,3,0,0,0,0,387,383,233,2504,2638,2327
RCHGF000565,5,4,1,1,1,1,1496,1350,1326,1081,1258,966
RCHGF000566,0,2,2,3,0,0,324,314,264,243,308,254
RCHGF000567,3,2,4,0,2,0,794,869,663,519,984,757
RCHGF000568,7,10,9,3,4,1,1775,1863,1153,1417,1770,1492
RCHGF000569,29,34,45,12,12,16,5654,5754,3061,3775,4403,3166
RCHGF000570,10,14,11,2,11,4,896,997,581,657,944,776
RCHGF000571,60,68,76,32,23,32,5675,6145,2709,4205,4641,3927
RCHGF000572,4,5,5,1,0,0,1364,1490,1597,732,947,727
RCHGF000573,23,36,40,9,8,13,11990,12802,7558,10268,13019,11292
RCHGF000574,23,40,18,16,7,11,6070,6401,4339,4396,6664,5470
RCHGF000575,12,8,8,1,10,7,2479,2446,1674,1007,856,733
RCHGF000576,3,4,0,1,2,3,1004,1086,535,1803,2979,2525
RCHGF000577,3,5,0,0,2,0,425,395,184,1248,1856,1501
RCHGF000578,0,6,9,0,2,0,1008,1090,440,2970,4543,3779
RCHGF000579,12,17,8,4,2,5,1399,1480,1204,987,1039,965
RCHGF000580,2,0,2,0,1,3,313,320,330,263,294,228
RCHGF000581,15,19,21,10,7,7,3149,3143,3065,2008,2131,1742
RCHGF000582,1,5,1,1,0,0,219,245,138,773,720,651
RCHGF000583,0,1,2,2,0,1,3012,2650,2995,2458,2471,1979
RCHGF000584,1,1,0,0,2,2,1066,1029,1332,889,937,796
RCHGF000585,1029,1348,1250,482,506,465,110598,123321,95837,35619,46590,37634
RCHGF000586,3,1,3,1,0,0,799,847,969,666,1043,787
RCHGF000587,2,3,4,4,0,0,832,915,866,617,901,665
RCHGF000588,1,0,0,0,0,0,456,403,354,63,37,43
RCHGF000589,4,7,7,1,0,2,1854,1589,2971,1366,1144,876
RCHGF000590,1,3,4,0,0,0,203,147,205,131,119,130
RCHGF000592,8,20,11,10,7,12,3205,3403,2827,2795,2456,2198
RCHGF000594,3,8,3,1,7,1,4030,4287,6554,2692,2725,2011
RCHGF000595,4,0,3,24,3,2,4442,4090,9300,3060,3929,2694
RCHGF000596,0,0,0,1,0,0,59,42,239,17,149,118
RCHGF000597,1,0,0,0,0,4,336,197,1186,6,695,320
RCHGF000598,10,2,0,1,1,3,5505,4678,11364,2775,5177,3565
RCHGF000599,5,0,1,2,0,1,3818,3826,9440,3464,4062,2569
RCHGF000600,2,1,0,1,5,1,4471,4421,9733,3972,3803,2550
RCHGF000601,5,3,3,2,0,2,3236,2433,6990,1533,3121,2127
RCHGF000602,6,15,6,0,2,0,5242,4380,11654,4179,5012,3536
RCHGF000603,2,3,1,0,1,1,1541,1462,3712,1254,1549,1071
RCHGF000604,6,6,7,11,9,4,4954,4453,7837,4346,4686,3293
RCHGF000605,2,10,10,3,3,1,3914,3362,5534,3234,3036,2080
RCHGF000606,3,8,6,3,0,2,4635,3471,6503,3067,3529,2352
RCHGF000607,2,3,1,0,3,1,7360,7254,9771,2331,2851,2009
RCHGF000608,4,1,2,0,0,1,2977,2625,3814,880,1215,894
RCHGF000609,8,1,0,2,1,1,3959,3488,7021,1576,2025,1394
RCHGF000610,2,3,0,1,1,0,3557,3231,5442,1313,1613,1005
RCHGF000611,1,2,0,0,0,0,802,684,1790,596,791,608
RCHGF000612,9,2,1,5,2,2,3884,3567,7880,1851,2311,1370
RCHGF000613,10,2,0,5,3,1,2492,804,7973,261,2603,1673
RCHGF000614,1,3,2,2,0,2,3631,3491,6705,1651,1642,1109
RCHGF000615,6,4,5,2,0,0,4310,3192,8922,1115,1975,1297
RCHGF000616,0,3,0,0,1,1,1558,1218,2214,499,547,362
RCHGF000617,2,5,5,4,0,1,2992,2395,2279,814,636,493
RCHGF000618,13,19,20,3,11,8,8523,6781,9808,2224,2422,1710
RCHGF000619,28,33,34,15,19,14,29878,26309,20758,15834,13407,9256
RCHGF000620,24,7,11,5,7,6,4216,3859,4615,1923,1925,1527
RCHGF000621,2,3,1,0,1,0,211,159,417,106,122,60
RCHGF000622,0,0,0,0,0,0,3,4,14,1,3,3
RCHGF000623,3,0,0,0,0,0,218,136,261,66,97,63
RCHGF000624,1,0,0,0,0,0,139,129,106,36,18,29
RCHGF000625,0,3,0,0,0,0,28,39,71,26,15,7
RCHGF000626,1,4,4,1,0,0,832,564,739,181,310,210
RCHGF000627,21,18,8,7,13,11,7991,9112,6436,3286,3315,2785
RCHGF000628,0,0,0,3,0,0,21,16,10,2,4,2
RCHGF000629,1,4,0,1,0,3,171,179,128,67,39,38
RCHGF000631,0,5,5,5,0,2,1858,1557,2481,802,1195,924
RCHGF000632,1,3,4,0,1,3,2207,1881,1998,936,1093,879
RCHGF000633,0,0,0,0,0,0,14,9,20,20,11,8
RCHGF000634,1,0,0,0,0,0,136,121,137,99,85,75
RCHGF000635,19,7,12,3,9,6,1529,1733,1138,1112,1909,1481
RCHGF000636,46,51,32,17,14,15,4222,4916,2181,3327,5266,4366
RCHGF000637,1,6,2,1,1,0,1648,1671,1022,1455,3049,2446
RCHGF000638,7,3,2,0,9,0,2207,2656,1597,2181,3637,2971
RCHGF000639,1,5,0,3,3,0,794,827,674,5154,6798,5071
RCHGF000640,0,0,0,2,1,1,417,382,312,374,401,326
RCHGF000641,13,9,8,2,7,2,4171,4255,3164,2519,3729,3393
RCHGF000642,17,12,21,3,8,4,4055,3539,3348,2555,3923,3007
RCHGF000643,5,13,8,3,5,1,6974,5821,7061,4509,3184,2464
RCHGF000644,0,0,0,0,0,0,8,10,15,1,2,6
RCHGF000645,0,3,4,1,1,0,1168,1320,950,440,577,498
RCHGF000646,2,5,0,1,0,0,140,220,90,33601,6424,8367
RCHGF000647,5,12,8,0,2,0,794,733,318,3434,2303,2336
RCHGF000648,3,2,3,4,2,1,468,490,196,1699,1410,1341
RCHGF000649,0,0,0,0,1,0,23,16,10,40,27,17
RCHGF000650,7,9,5,1,0,3,633,720,266,596,538,540
RCHGF000651,0,0,1,0,0,0,14,16,5,15,37,19
RCHGF000652,2,1,1,0,0,6,841,659,759,614,376,356
RCHGF000653,0,0,0,0,0,0,26,83,6,4,10,3
RCHGF000654,3,0,2,0,0,2,475,486,253,157,194,176
RCHGF000655,4,3,1,0,1,0,341,475,453,196,162,183
RCHGF000656,0,0,0,0,1,1,64,86,138,63,38,24
RCHGF000657,3,2,1,2,0,3,681,733,464,345,292,258
RCHGF000658,0,0,0,0,0,0,4,10,5,3,0,2
RCHGF000659,12,31,19,13,12,4,5094,5058,4382,4061,4303,3297
RCHGF000660,1,3,1,0,0,0,451,390,353,127,180,163
RCHGF000661,1,1,0,1,0,0,985,1008,1008,328,319,263
RCHGF000662,0,0,0,0,0,0,64,66,42,21,30,21
RCHGF000663,3,12,0,1,0,0,453,496,207,150,150,118
RCHGF000664,74,94,57,31,42,35,5272,6195,2324,1498,1817,1708
RCHGF000665,1,4,2,0,0,0,295,412,406,207,220,139
RCHGF000666,6,3,2,0,0,5,473,462,391,164,231,162
RCHGF000667,6,7,6,1,1,0,729,853,585,534,541,433
RCHGF000668,4,13,3,7,1,1,3032,3067,2709,1971,2493,2217
RCHGF000669,0,0,0,0,0,0,1,8,4,3,2,1
RCHGF000670,1,4,1,0,1,0,720,659,531,305,342,308
RCHGF000671,0,0,0,0,0,0,3,12,14,2,2,1
RCHGF000672,1,7,3,1,0,0,770,979,707,495,520,438
RCHGF000673,0,1,2,0,0,0,264,309,193,134,179,118
RCHGF000674,0,0,1,0,0,0,35,56,44,20,28,11
RCHGF000675,27,41,41,10,9,14,9707,10824,5206,3541,4205,3490
RCHGF000676,0,1,2,1,0,0,610,699,319,1175,1155,870
RCHGF000677,8,8,11,1,2,6,1297,1450,902,1095,1290,1019
RCHGF000678,5,12,8,0,2,6,1723,1710,1564,1234,1828,1372
RCHGF000679,0,0,0,0,0,0,72,57,24,14,9,16
RCHGF000680,16,16,9,6,11,7,1982,2016,1464,1142,1285,1167
RCHGF000681,3,0,6,0,0,0,338,350,369,246,306,194
RCHGF000682,2,3,2,1,0,1,685,710,516,427,544,385
RCHGF000683,4,26,4,5,4,1,1000,1190,614,528,635,461
RCHGF000684,0,0,1,0,0,0,65,56,41,32,20,34
RCHGF000685,22,36,14,19,12,23,4150,3799,2700,3073,4031,3413
RCHGF000686,21,18,9,8,10,4,4539,4511,3765,3634,5337,4449
RCHGF000687,1,16,3,2,1,0,855,1023,780,367,504,370
RCHGF000688,4,8,6,2,0,1,877,820,554,520,582,527
RCHGF000689,0,2,0,0,0,0,117,109,32,32,32,41
RCHGF000690,6,1,3,1,0,2,856,907,605,394,494,440
RCHGF000691,0,1,0,0,0,0,68,82,82,947,803,540
RCHGF000692,1,4,0,0,0,0,141,143,97,80,84,52
RCHGF000693,2,1,2,0,0,0,175,158,120,125,78,80
RCHGF000694,0,0,0,0,0,0,41,31,23,16,10,17
RCHGF000695,0,0,0,0,4,0,90,129,67,38,25,34
RCHGF000696,2,1,0,0,0,3,48,56,29,44,10,24
RCHGF000697,5,12,15,0,1,1,888,1014,730,584,618,589
RCHGF000698,3,1,3,1,0,0,333,406,187,181,225,186
RCHGF000699,3,9,2,0,1,1,305,259,195,452,514,514
RCHGF000700,1,2,3,0,0,3,342,371,252,230,335,256
RCHGF000701,4,15,1,7,2,4,1441,1537,2145,1020,1698,1354
RCHGF000702,9,4,1,1,0,2,558,673,340,785,1062,913
RCHGF000703,1,0,2,1,0,0,111,159,108,246,342,259
RCHGF000704,0,0,2,0,1,1,206,208,145,435,615,456
RCHGF000705,1,0,0,2,0,0,186,180,159,117,128,122
RCHGF000706,5,0,8,0,1,0,331,334,225,323,466,387
RCHGF000707,4,3,6,4,0,0,474,516,300,607,659,617
RCHGF000708,31,21,12,8,4,18,11746,10644,7418,6962,7129,5841
RCHGF000709,0,0,0,0,3,0,413,476,496,1373,1698,1527
RCHGF000710,21,15,2,6,2,3,9518,10021,8049,54864,83006,72723
RCHGF000711,17,16,5,12,0,0,10886,12673,7845,68738,93996,81181
RCHGF000712,5,2,0,0,2,1,4793,4533,6113,13325,25195,23676
RCHGF000713,5,0,0,6,0,3,7479,7632,6860,20886,28077,25362
RCHGF000714,1,2,3,0,2,0,244,215,245,207,297,247
RCHGF000715,3,3,5,1,1,1,424,456,281,892,1141,1100
RCHGF000716,1,0,1,0,0,0,1982,1634,937,685,760,630
RCHGF000717,1,2,0,0,0,0,717,618,578,679,1040,857
RCHGF000718,0,5,2,2,1,0,633,489,698,586,898,667
RCHGF000719,1,0,1,0,0,0,1973,1545,1691,1816,2355,1731
RCHGF000720,6,1,0,0,0,0,380,448,282,404,546,422
RCHGF000721,5,1,1,1,0,0,189,199,177,205,303,229
RCHGF000722,2,0,3,0,1,0,187,187,169,202,263,236
RCHGF000723,3,2,0,4,0,1,457,505,379,491,695,546
RCHGF000724,3,0,0,2,0,0,473,507,494,302,449,381
RCHGF000725,4,2,6,2,3,1,632,627,483,295,408,300
RCHGF000726,2,5,1,0,1,0,232,241,171,108,138,120
RCHGF000727,5,1,2,0,1,2,1286,1492,738,623,755,621
RCHGF000728,59,41,70,13,16,22,16188,18722,9397,5540,7389,6089
RCHGF000729,24,27,19,16,19,10,4056,3764,2902,2879,3726,3171
RCHGF000730,7,12,2,0,5,0,149,138,125,97,85,57
RCHGF000731,8,10,6,1,0,1,2274,2069,2478,1485,2146,1865
RCHGF000732,2,11,5,1,3,0,933,1017,836,565,730,601
RCHGF000733,0,0,0,0,1,0,11,23,4,5,10,12
RCHGF000734,1,2,2,2,2,0,146,161,119,469,347,300
RCHGF000735,1,3,9,0,1,0,1320,1074,1277,498,600,421
RCHGF000736,48,95,65,14,18,21,5604,7072,2529,5024,6734,6005
RCHGF000737,18,45,25,12,20,3,2256,2424,1142,2139,2505,2031
RCHGF000738,18,31,36,17,5,16,2004,2449,1298,1902,2267,1836
RCHGF000739,0,1,3,0,1,0,575,646,464,405,633,443
RCHGF000740,3,1,6,0,0,2,545,640,250,128,132,109
RCHGF000741,7,8,5,0,3,0,2357,2247,746,714,907,734
RCHGF000742,0,2,0,0,0,0,296,389,97,90,90,48
RCHGF000743,0,0,1,0,1,0,667,776,377,1417,1625,1179
RCHGF000744,0,1,1,0,0,0,55,63,23,2315,3007,2288
RCHGF000745,1,2,2,0,0,0,153,160,88,3298,3110,2379
RCHGF000746,2,0,0,1,0,0,36,69,63,16497,13832,10797
RCHGF000747,6,7,0,3,0,0,245,317,187,33088,29805,23999
RCHGF000748,0,0,0,0,0,0,79,64,48,1246,983,815
RCHGF000749,1,2,7,1,0,2,569,586,331,1155,953,741
RCHGF000750,16,16,3,1,9,0,1720,2093,1736,931,1055,800
RCHGF000751,0,0,3,0,1,0,351,283,572,152,151,148
RCHGF000752,0,0,0,0,0,0,18,21,15,22,14,10
RCHGF000753,1,2,1,0,2,1,141,231,154,99,39,32
RCHGF000754,0,0,0,0,0,0,11,32,4,9,2,2
RCHGF000755,5,10,0,0,0,1,311,318,246,229,259,232
RCHGF000756,2,3,7,2,1,0,274,227,290,235,255,208
RCHGF000757,0,0,0,0,0,0,20,42,23,10,11,7
RCHGF000758,3,2,4,7,4,4,2225,2073,3514,1984,2160,1534
RCHGF000759,0,0,0,0,0,0,146,178,129,135,213,139
RCHGF000760,6,6,1,0,0,0,855,713,1029,642,1088,810
RCHGF000762,9,8,7,3,0,5,2640,2811,2275,917,1239,1098
RCHGF000763,0,0,0,0,0,0,287,264,268,171,195,146
RCHGF000764,2,5,4,0,3,3,880,871,764,537,403,342
RCHGF000765,8,12,5,3,6,2,984,1241,603,526,546,536
RCHGF000766,6,0,2,0,0,0,265,289,211,178,185,170
RCHGF000767,0,0,2,1,1,0,242,181,144,171,117,112
RCHGF000769,0,0,1,0,0,0,87,123,27,33,51,50
RCHGF000770,2,4,0,0,0,0,258,221,192,272,222,223
